#	Isochrone	Z = 0.00000		Age = 	1.995e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	u' 	g' 	r' 	i' 	z' 	Flum
	6.35	235.96356201	235.8053	6.8184	4.2432	1.9110	-12.276	-10.773	-10.809	-10.426	-10.126	-9.864	-0.00046379
	6.35	236.01953125	235.8611	6.8187	4.2448	1.9173	-12.277	-10.769	-10.801	-10.417	-10.117	-9.854	-0.00046365
	6.35	236.50764465	236.3483	6.8216	4.2600	1.9759	-12.284	-10.733	-10.726	-10.337	-10.033	-9.764	-0.00046235
	6.35	236.70111084	236.5414	6.8228	4.2663	2.0002	-12.287	-10.718	-10.695	-10.303	-9.998	-9.727	-0.00046184
	6.35	237.00088501	236.8407	6.8238	4.2561	1.9592	-12.289	-10.750	-10.752	-10.364	-10.062	-9.794	-0.00046106
	6.35	237.26792908	237.1072	6.8246	4.2468	1.9216	-12.291	-10.778	-10.805	-10.420	-10.120	-9.856	-0.00046036
	6.35	237.53659058	237.3754	6.8253	4.2339	1.8696	-12.293	-10.816	-10.876	-10.497	-10.200	-9.942	-0.00045965
	6.35	237.80343628	237.6418	6.8260	4.2201	1.8142	-12.295	-10.857	-10.953	-10.580	-10.286	-10.033	-0.00045896
	6.35	238.06840515	237.9062	6.8267	4.2057	1.7564	-12.297	-10.898	-11.032	-10.665	-10.375	-10.129	-0.00045827
	6.35	238.36883545	238.2061	6.8275	4.1884	1.6870	-12.299	-10.948	-11.127	-10.768	-10.483	-10.244	-0.00045749
	6.35	238.66601562	238.5028	6.8283	4.1700	1.6131	-12.301	-11.012	-11.223	-10.877	-10.599	-10.369	-0.00045672
	6.35	238.96086121	238.7971	6.8290	4.1499	1.5328	-12.302	-11.110	-11.314	-10.995	-10.730	-10.509	-0.00045596
	6.35	239.25765991	239.0933	6.8298	4.1279	1.4442	-12.304	-11.134	-11.446	-11.125	-10.863	-10.654	-0.00045519
	6.35	239.54957581	239.3847	6.8305	4.1042	1.3493	-12.306	-11.168	-11.583	-11.263	-11.005	-10.810	-0.00045445
	6.35	239.84259033	239.6771	6.8312	4.0772	1.2413	-12.308	-11.221	-11.725	-11.418	-11.168	-10.989	-0.00045370
	6.35	240.10844421	239.9425	6.8319	4.0491	1.1287	-12.310	-11.271	-11.869	-11.576	-11.335	-11.174	-0.00045302
	6.35	240.36579895	240.1994	6.8325	4.0187	1.0068	-12.311	-11.350	-11.998	-11.737	-11.512	-11.374	-0.00045236
	6.35	240.61738586	240.4505	6.8331	3.9822	0.8606	-12.313	-11.374	-12.168	-11.924	-11.711	-11.605	-0.00045173
	6.35	240.86805725	240.7007	6.8337	3.9452	0.7125	-12.314	-11.351	-12.321	-12.094	-11.894	-11.822	-0.00045109
	6.35	241.11859131	240.9508	6.8342	3.9139	0.5871	-12.316	-11.321	-12.400	-12.204	-12.026	-11.988	-0.00045046
	6.35	241.36750793	241.1992	6.8347	3.8937	0.5065	-12.317	-11.280	-12.433	-12.263	-12.101	-12.084	-0.00044983
	6.35	241.57809448	241.4094	6.8350	3.8813	0.4570	-12.317	-11.276	-12.431	-12.295	-12.145	-12.146	-0.00044930
	6.35	241.78675842	241.6177	6.8353	3.8712	0.4168	-12.318	-11.258	-12.429	-12.315	-12.177	-12.189	-0.00044878
	6.35	241.99417114	241.8247	6.8355	3.8612	0.3769	-12.319	-11.213	-12.428	-12.324	-12.203	-12.221	-0.00044826
	6.35	242.16607666	241.9963	6.8356	3.8528	0.3436	-12.319	-11.175	-12.426	-12.332	-12.225	-12.248	-0.00044783
